Numero de prueba,Seed centros:,Seed gasolineras,Steps,Stiter,K,Lamb,Beneficio,Nodos expandidos,Tiempo de ejecucion
0,7311,7704,2500,500,16,2.0E-4,182952,2501,154296.2998
1,3959,6678,2500,500,16,2.0E-4,180564,2501,152157.6577
2,2995,8582,2500,500,16,2.0E-4,183664,2501,140719.135
3,6029,3805,2500,500,16,2.0E-4,180152,2501,145962.6327
